0,7.7303e-05
0.01,0.00015469
0.02,0.00015495
0.03,0.00015538
0.04,0.00015602
0.05,0.00015687
0.06,0.00015797
0.07,0.00015936
0.08,0.00016108
0.09,0.00016319
0.1,0.00016575
0.11,0.00016885
0.12,0.00017256
0.13,0.00017702
0.14,0.00018235
0.15,0.00018872
0.16,0.00019636
0.17,0.00020552
0.18,0.00021655
0.19,0.00022991
0.2,0.0002462
0.21,0.00026623
0.22,0.00029114
0.23,0.00032254
0.24,0.0003628
0.25,0.00041549
0.26,0.00048623
0.27,0.00058428
0.28,0.00072577
0.29,0.00094077
0.3,0.0012905
0.31,0.0019134
0.32,0.0031663
0.33,0.0060594
0.34,0.012264
0.35,0.012923
0.36,0.0060509
0.37,0.002789
0.38,0.00149
0.39,0.00089484
0.4,0.00058396
0.41,0.00040468
0.42,0.00029335
0.43,0.00022021
0.44,0.00016997
0.45,0.00013421
0.46,0.000108
0.47,8.8318e-05
0.48,7.3233e-05
0.49,6.1462e-05
0.5,5.2137e-05
0.51,4.4649e-05
0.52,3.8564e-05
0.53,3.3568e-05
0.54,2.9426e-05
0.55,2.5963e-05
0.56,2.3045e-05
0.57,2.057e-05
0.58,1.8456e-05
0.59,1.664e-05
0.6,1.5072e-05
0.61,1.3712e-05
0.62,1.2525e-05
0.63,1.1487e-05
0.64,1.0574e-05
0.65,9.7685e-06
0.66,9.0559e-06
0.67,8.4234e-06
0.68,7.8604e-06
0.69,7.3581e-06
0.7,6.9089e-06
0.71,6.5063e-06
0.72,6.145e-06
0.73,5.8203e-06
0.74,5.5281e-06
0.75,5.265e-06
0.76,5.0279e-06
0.77,4.8144e-06
0.78,4.6221e-06
0.79,4.4491e-06
0.8,4.2937e-06
0.81,4.1546e-06
0.82,4.0303e-06
0.83,3.9199e-06
0.84,3.8224e-06
0.85,3.7371e-06
0.86,3.6632e-06
0.87,3.6003e-06
0.88,3.548e-06
0.89,3.5059e-06
0.9,3.4738e-06
0.91,3.4516e-06
0.92,3.4394e-06
0.93,3.4372e-06
0.94,3.4453e-06
0.95,3.4639e-06
0.96,3.4937e-06
0.97,3.5352e-06
0.98,3.5892e-06
0.99,3.6568e-06
1,3.7391e-06
1.01,3.8378e-06
1.02,3.9546e-06
1.03,4.0918e-06
1.04,4.2522e-06
1.05,4.4391e-06
1.06,4.6564e-06
1.07,4.9093e-06
1.08,5.2038e-06
1.09,5.5475e-06
1.1,5.9496e-06
1.11,6.4217e-06
1.12,6.978e-06
1.13,7.6362e-06
1.14,8.4178e-06
1.15,9.3488e-06
1.16,1.046e-05
1.17,1.1783e-05
1.18,1.335e-05
1.19,1.5179e-05
1.2,1.7254e-05
1.21,1.9493e-05
1.22,2.17e-05
1.23,2.3542e-05
1.24,2.4596e-05
1.25,2.4511e-05
1.26,2.3218e-05
1.27,2.0987e-05
1.28,1.8282e-05
1.29,1.553e-05
1.3,1.3008e-05
1.31,1.0832e-05
1.32,9.0202e-06
1.33,7.539e-06
1.34,6.3374e-06
1.35,5.3639e-06
1.36,4.5732e-06
1.37,3.9278e-06
1.38,3.3979e-06
1.39,2.96e-06
1.4,2.5955e-06
1.41,2.2901e-06
1.42,2.0325e-06
1.43,1.8139e-06
1.44,1.6273e-06
1.45,1.467e-06
1.46,1.3286e-06
1.47,1.2086e-06
1.48,1.1039e-06
1.49,1.0122e-06
1.5,9.316e-07
1.51,8.6044e-07
1.52,7.9739e-07
1.53,7.4133e-07
1.54,6.9134e-07
1.55,6.4662e-07
1.56,6.0652e-07
1.57,5.7045e-07
1.58,5.3794e-07
1.59,5.0858e-07
1.6,4.82e-07
1.61,4.5791e-07
1.62,4.3603e-07
1.63,4.1613e-07
1.64,3.9802e-07
1.65,3.8151e-07
1.66,3.6645e-07
1.67,3.5271e-07
1.68,3.4016e-07
1.69,3.2871e-07
1.7,3.1826e-07
1.71,3.0872e-07
1.72,3.0003e-07
1.73,2.9213e-07
1.74,2.8495e-07
1.75,2.7845e-07
1.76,2.7258e-07
1.77,2.673e-07
1.78,2.6258e-07
1.79,2.5839e-07
1.8,2.5471e-07
1.81,2.515e-07
1.82,2.4875e-07
1.83,2.4644e-07
1.84,2.4456e-07
1.85,2.431e-07
1.86,2.4205e-07
1.87,2.4139e-07
1.88,2.4114e-07
1.89,2.4127e-07
1.9,2.418e-07
1.91,2.4272e-07
1.92,2.4404e-07
1.93,2.4576e-07
1.94,2.4788e-07
1.95,2.5042e-07
1.96,2.5339e-07
1.97,2.5679e-07
1.98,2.6064e-07
1.99,2.6496e-07
2,2.6975e-07
2.01,2.7505e-07
2.02,2.8085e-07
2.03,2.8718e-07
2.04,2.9407e-07
2.05,3.0152e-07
2.06,3.0956e-07
2.07,3.182e-07
2.08,3.2745e-07
2.09,3.3732e-07
2.1,3.4782e-07
2.11,3.5895e-07
2.12,3.7068e-07
2.13,3.8301e-07
2.14,3.9589e-07
2.15,4.0928e-07
2.16,4.231e-07
2.17,4.3726e-07
2.18,4.5165e-07
2.19,4.6614e-07
2.2,4.8056e-07
2.21,4.9472e-07
2.22,5.0842e-07
2.23,5.2142e-07
2.24,5.3348e-07
2.25,5.4436e-07
2.26,5.5383e-07
2.27,5.6166e-07
2.28,5.6767e-07
2.29,5.7171e-07
2.3,5.7369e-07
2.31,5.7357e-07
2.32,5.7137e-07
2.33,5.6716e-07
2.34,5.6109e-07
2.35,5.5332e-07
2.36,5.4406e-07
2.37,5.3355e-07
2.38,5.2202e-07
2.39,5.0972e-07
2.4,4.9686e-07
2.41,4.8367e-07
2.42,4.7035e-07
2.43,4.5705e-07
2.44,4.4393e-07
2.45,4.311e-07
2.46,4.1866e-07
2.47,4.067e-07
2.48,3.9527e-07
2.49,3.844e-07
2.5,3.7414e-07
2.51,3.645e-07
2.52,3.5549e-07
2.53,3.471e-07
2.54,3.3935e-07
2.55,3.322e-07
2.56,3.2567e-07
2.57,3.1972e-07
2.58,3.1435e-07
2.59,3.0955e-07
2.6,3.0528e-07
2.61,3.0154e-07
2.62,2.9832e-07
2.63,2.9558e-07
2.64,2.9333e-07
2.65,2.9154e-07
2.66,2.9019e-07
2.67,2.8928e-07
2.68,2.8878e-07
2.69,2.8867e-07
2.7,2.8895e-07
2.71,2.8959e-07
2.72,2.9057e-07
2.73,2.9186e-07
2.74,2.9344e-07
2.75,2.9528e-07
2.76,2.9735e-07
2.77,2.996e-07
2.78,3.02e-07
2.79,3.0449e-07
2.8,3.0701e-07
2.81,3.0952e-07
2.82,3.1193e-07
2.83,3.1417e-07
2.84,3.1618e-07
2.85,3.1786e-07
2.86,3.1913e-07
2.87,3.1992e-07
2.88,3.2015e-07
2.89,3.1975e-07
2.9,3.1866e-07
2.91,3.1683e-07
2.92,3.1423e-07
2.93,3.1085e-07
2.94,3.067e-07
2.95,3.0181e-07
2.96,2.9621e-07
2.97,2.8996e-07
2.98,2.8315e-07
2.99,2.7585e-07
3,2.6816e-07
3.01,2.6016e-07
3.02,2.5196e-07
3.03,2.4365e-07
3.04,2.3529e-07
3.05,2.2699e-07
3.06,2.1879e-07
3.07,2.1076e-07
3.08,2.0295e-07
3.09,1.9539e-07
3.1,1.8811e-07
3.11,1.8115e-07
3.12,1.745e-07
3.13,1.6819e-07
3.14,1.6221e-07
3.15,1.5657e-07
3.16,1.5126e-07
3.17,1.4627e-07
3.18,1.416e-07
3.19,1.3724e-07
3.2,1.3317e-07
3.21,1.2939e-07
